r rho u P M
0.013473231790590746 70136.57505911871 325.1030597555796 8342897.370260301 3.238325590694689
0.013561006943823624 69473.69836898483 323.91513743006726 8237055.464152454 3.252326998438101
0.013648474766554878 68822.66404778034 322.7414147614123 8133453.837471859 3.266328406181518
0.013735640542523053 68183.1298895451 321.5815439649053 8032021.221269607 3.280329813924935
0.013822509432372189 67554.76724474935 320.43519005274925 7932689.38061772 3.294331221668352
0.013909086477553723 66937.26036443189 319.30203061698575 7835392.964954768 3.3083326294117685
0.013995376604055275 66330.30577922883 318.1817557772353 7740069.371079053 3.3223340371551857
0.014081384625994836 65733.61169137823 317.0740682609695 7646658.61642684 3.336335444898612
0.014167115249175475 65146.8973341834 315.9786834255881 7555103.215900834 3.3503368526420427
0.01425257307481731 64569.892206155135 314.89532861808203 7465348.0457282085 3.364338260385478
0.014337762603889411 64002.33502586038 313.82374049291155 7377340.161409045 3.378339668128918
0.014422688242708684 63443.97223060648 312.7636577416291 7291028.5195724135 3.3923410758723627
0.014507354310415155 62894.556074028194 311.71480635658133 7206363.572499666 3.4063424836158123
0.014591765047414254 62353.84346151699 310.67687928373294 7123296.874446527 3.4203438913592614
0.014675924618373921 61821.59956840324 309.64953218338565 7041781.373509516 3.4343452991027155
0.014759836992145815 61297.687814390905 308.6323703739353 6961773.719277448 3.4483467068461695
0.014843506045963767 60781.90408230416 307.62565818438964 6883232.812162742 3.4623481145896235
0.014926935689705143 60273.962958392854 306.62889226568404 6806117.112559061 3.476349522333087
0.01501012974050643 59773.679191106254 305.64194125714863 6730389.015150184 3.4903509300765596
0.015093091924781905 59280.87427137571 304.6646410485366 6656012.105521412 3.504352337820041
0.015175825886073822 58795.37191522494 303.6968030057971 6582950.633941706 3.5183537455635276
0.015258335191564205 58316.99875267146 302.73822997201677 6511169.719739569 3.5323551533070097
0.015340623336471666 57845.58556279173 301.7887264196823 6440635.558392772 3.5463565610504912
0.015422693747035303 57380.96799896314 300.8481028064022 6371315.50770462 3.5603579687939595
0.015504549782754187 56922.98684116634 299.916176726637 6303178.0888253115 3.5743593765374366
0.015586194738277687 56471.48797579932 298.99277271787196 6236192.946890645 3.588360784280909
0.01566763184514074 56026.32225084771 298.0777216386246 6170330.798305219 3.6023621920243816
0.015748864273422165 55587.34528695065 297.1708600674442 6105563.3771314975 3.6163635997678494
0.01582989513335607 55154.41727968278 296.27202978296384 6041863.384734963 3.6303650075113034
0.01591072747690281 54727.402808107894 295.3810773499548 5979204.443755028 3.644366415254748
0.01599136429927907 54306.17065387751 294.49785380761284 5917561.056232718 3.6583678229981977
0.016071808540446098 53890.59363079781 293.62221442455547 5856908.56490666 3.6723692307416425
0.016152063086554952 53480.54842460251 292.7540184866156 5797223.117299124 3.686370638485087
0.01623213077134821 53075.91544140854 291.8931291195259 5738481.632332121 3.700372046228532
0.016312014377518183 52676.57866448996 291.03941315307594 5680661.768607073 3.7143734539719766
0.016391716638023027 52282.425517776064 290.1927409578928 5623741.894564364 3.7283748617154076
0.01647124023736185 51893.34673610375 289.352986325527 5567701.060233192 3.7423762694588287
0.016550587812809443 51509.23624158677 288.5200263602153 5512518.970308363 3.7563776772022366
0.016629761955613078 51129.991025334915 287.6937413544837 5458175.958674539 3.7703790849456347
0.016708765212150537 50755.5110356072 286.87401468111045 5404652.963891627 3.7843804926890194
0.016787600085053592 50385.699069391914 286.06073269418266 5351931.506053332 3.7983819004323993
0.01686626903429623 50020.46066970742 285.2537846408136 5299993.664844912 3.81238330817577
0.016944774478248797 49659.704027747815 284.4530625836832 5248822.058517385 3.826384715919126
0.017023118794705843 49303.33988502995 283.6584613392504 5198399.823876488 3.840386123662469
0.017101304321862625 48951.28145601671 282.86987785418256 5148710.590379688 3.8543875314058025
0.01717933335928492 48603.44432716595 282.087211995726 5099738.473087754 3.8683889391491175
0.017257208168849424 48259.74637488807 281.31036645158287 5051468.054885807 3.8823903468924184
0.01733493097563273 47920.10770093913 280.5392458219293 5003884.358669915 3.8963917546357005
0.017412503968792386 47584.450544869804 279.77375706711365 4956972.8378239265 3.9103931623789694
0.017489929302416697 47252.699214576656 279.01380939978134 4910719.36067765 3.9243945701222285
0.01756720909634887 46924.78001698011 278.25931420364196 4865110.1955697015 3.938395977865483
0.01764434543698657 46600.621191357306 277.5101849636105 4820131.996668653 3.9523973856087236
0.017721340378057986 46280.152845388264 276.76633720740125 4775771.790469873 3.966398793351946
0.01779819594137449 45963.30689398296 276.0276884385586 4732016.962817011 3.980400201095145
0.017874914117562136 45650.01699986741 275.2941580768688 4688855.246468625 3.99440160883833
0.017951496866771374 45340.21851707574 274.56566740849956 4646274.709246052 4.008403016581501
0.018027946119366853 45033.848436311266 273.8421395286044 4604263.742557229 4.022404424324663
0.018104263776598215 44730.84533198982 273.1234992838508 4562811.050388153 4.036405832067802
0.01818045171125208 44431.14931194687 272.4096732289599 4521905.6387658045 4.050407239810917
0.01825651176828651 44134.70196833388 271.7005895696394 4481536.805575467 4.06440864755401
0.01833244576544897 43841.446330430124 270.99617811928914 4441694.130788111 4.078410055297083
0.01840825549387826 43551.32681905937 270.2963702489487 4402367.467077413 4.092411463040138
0.018483942718691544 43264.289202668624 269.6010988469413 4363546.9307868695 4.106412870783184
0.01855950917955714 42980.28055464655 268.91029826896306 4325222.893148479 4.120414278526211
0.01863495659125401 42699.249212347655 268.2239042898223 4287385.971817115 4.134415686269215
0.018710286644218786 42421.144737118644 267.5418540569243 4250027.022690041 4.148417094012202
0.018785501005080925 42145.91787587254 266.86408602672566 4213137.13185451 4.162418501755178
0.018860601317178684 41873.52052823102 266.1905398717397 4176707.6077865935 4.176419909498136
0.01893558920109709 41603.905692545275 265.5211572502754 4140729.982623546 4.190421317241075
0.019010466255159304 41337.02745153071 264.85588047112594 4105195.99061507 4.204422724984005
0.019085234055910522 41072.84093733393 264.19465246457924 4070097.561468835 4.218424132726912
0.019159894158632087 40811.30227770331 263.5374180202205 4035426.827917056 4.232425540469795
0.0192344480978193 40552.368579878326 262.88412295758854 4001176.1109007397 4.246426948212661
0.019308897387661367 40295.997894676344 262.2347141524237 3967337.9136517835 4.2604283559555025
0.01938324352251745 40042.149185391936 261.5891395149368 3933904.916035002 4.274429763698321
0.01945748797738701 39790.7822986652 260.94734797892863 3900869.968953184 4.288431171441131
0.019531632208373784 39541.857936901906 260.3092894695063 3868226.089038334 4.302432579183931
0.019605677653141897 39295.33763274455 259.67491487867085 3835966.453650667 4.316433986926726
0.019679625731359895 39051.18372661621 259.04417605935924 3804084.396314999 4.3304353946694985
0.01975347784512966 38809.359347124286 258.4170258121642 3772573.402656676 4.344436802412252
0.01982723537939318 38569.82839559339 257.7934178861685 3741427.1067781947 4.358438210154987
0.019900899702312135 38332.555534343854 257.1733069793234 3710639.2882041256 4.372439617897713
0.019974472165613204 38097.50617906707 256.55664876499804 3680203.8694271287 4.38644102564043
0.02004795410489249 37864.646495344154 255.94339991567014 3650114.913921234 4.400442433383143
0.02012134683987455 37633.94339773266 255.33351813032982 3620366.6244689235 4.414443841125849
0.020194651674623816 37405.364550461345 254.72696217506467 3590953.341675579 4.428445248868538
0.020267869897710705 37178.87836721533 254.12369190520187 3561869.5423135655 4.442446656611204
