r rho u P M
3329810063.1914372 39222.93627906534 3.9040115277542586e+17 5.898688802357508e+21 1.8797940000562955e+34
3338930897.6318755 39025.281726436595 3.896353632492752e+17 5.858464643394326e+21 1.884767000056153e+34
3348047917.242545 38828.9399143396 3.888721754432332e+17 5.818572313946896e+21 1.8897400000559986e+34
3357161206.3317146 38633.896988938875 3.881115652892497e+17 5.779007996779975e+21 1.8947130000558332e+34
3366270848.6929636 38440.13930076128 3.87353509022609e+17 5.739767934148017e+21 1.8996860000556557e+34
3375376927.61394 38247.65340080921 3.865979831769798e+17 5.700848426618416e+21 1.904659000055468e+34
3384479525.8849545 38056.42603689795 3.858449645792727e+17 5.662245831939436e+21 1.9096320000552694e+34
3393578725.8074584 37866.444149976574 3.85094430344572e+17 5.623956563919394e+21 1.9146050000550587e+34
3402674609.2024 37677.69487055454 3.843463578714922e+17 5.585977091339669e+21 1.919578000054837e+34
3411767257.4184313 37490.165515260545 3.836007248374524e+17 5.548303936898771e+21 1.924551000054605e+34
3420856751.340008 37303.84358337767 3.8285750919379424e+17 5.510933676162518e+21 1.929524000054363e+34
3429943171.3953624 37118.71675356188 3.8211668916156384e+17 5.473862936561838e+21 1.9344970000541109e+34
3439026597.5643535 36934.77288056839 3.813782432268186e+17 5.437088396396776e+21 1.9394700000538476e+34
3448107109.386213 36751.99999204298 3.8064215013644826e+17 5.400606783867647e+21 1.9444430000535742e+34
3457184785.967161 36570.38628544504 3.7990838889371136e+17 5.364414876132979e+21 1.9494160000532898e+34
3466259705.987927 36389.92012497152 3.791769387542594e+17 5.32850949838388e+21 1.9543890000529942e+34
3475331947.7111473 36210.59003858739 3.7844777922193517e+17 5.29288752294165e+21 1.9593620000526904e+34
3484401588.988664 36032.384715098655 3.777208900446472e+17 5.257545868372435e+21 1.9643350000523783e+34
3493468707.268708 35855.29300130961 3.7699625121072166e+17 5.222481498629785e+21 1.969308000052055e+34
3502533379.6029997 35679.30389922947 3.762738429447311e+17 5.187691422207502e+21 1.9742810000517208e+34
3511595682.653739 35504.40656331571 3.7555364570394e+17 5.153172691314482e+21 1.9792540000513764e+34
3520655692.7004886 35330.59029783334 3.748356401745395e+17 5.118922401072713e+21 1.9842270000510218e+34
3529713485.6469765 35157.844554213654 3.741198072678424e+17 5.084937688725228e+21 1.989200000050659e+34
3538769137.0277886 34986.15892850662 3.734061281169773e+17 5.051215732866701e+21 1.994173000050286e+34
3547822722.014983 34815.52315884341 3.7269458407332915e+17 5.017753752689875e+21 1.9991460000499028e+34
3556874315.424614 34645.92712301597 3.7198515670296806e+17 4.984549007247928e+21 2.0041190000495114e+34
3565923991.7231536 34477.360836063 3.712778277834025e+17 4.951598794734861e+21 2.0090920000491116e+34
3574971825.033839 34309.81444788147 3.7057257930037414e+17 4.918900451775869e+21 2.0140650000487036e+34
3584017889.142935 34143.27824097806 3.698693934444609e+17 4.886451352743676e+21 2.0190380000482881e+34
3593062257.505905 33977.742628157604 3.6916825260793056e+17 4.854248909075763e+21 2.0240110000478635e+34
3602105003.25352 33813.19815033964 3.6846913938181466e+17 4.822290568619917e+21 2.0289840000474314e+34
3611146199.1978574 33649.63547439827 3.6777203655256096e+17 4.790573814985194e+21 2.033957000046991e+34
3620185917.8382535 33487.04539102381 3.6707692709935917e+17 4.759096166910473e+21 2.0389300000465425e+34
3629224231.3671618 33325.41881262731 3.6638379419092685e+17 4.727855177639411e+21 2.0439030000460855e+34
3638261211.675944 33164.74677135936 3.6569262118289414e+17 4.6968484343268193e+21 2.0488760000456212e+34
3647296930.360584 33005.020417052314 3.6500339161473766e+17 4.6660735574301396e+21 2.0538490000451495e+34
3656331458.7273273 32846.231015311714 3.643160892071125e+17 4.635528200141276e+21 2.0588220000446695e+34
3665364867.798267 32688.369945572045 3.6363069785921466e+17 4.6052100478114107e+21 2.0637950000441821e+34
3674397228.31684 32531.42869924217 3.629472016458794e+17 4.5751168173964463e+21 2.0687680000436892e+34
3683428610.75327 32375.398877828407 3.6226558481526637e+17 4.545246256909855e+21 2.073741000043189e+34
3692459085.309945 32220.2721911797 3.6158583178608256e+17 4.515596144893659e+21 2.078714000042685e+34
3701488721.926714 32066.040455682887 3.609079271450233e+17 4.4861642898901e+21 2.0836870000421755e+34
3710517590.286143 31912.695592544995 3.602318556443957e+17 4.456948529933058e+21 2.0886600000416595e+34
3719545759.8187075 31760.229626084885 3.595576021997128e+17 4.4279467320457093e+21 2.093633000041139e+34
3728573299.707904 31608.634682076397 3.588851518871917e+17 4.3991567917504067e+21 2.098606000040613e+34
3737600278.8953247 31457.90298610698 3.5821448994136486e+17 4.3705766325856837e+21 2.10357900004008e+34
3746626766.0856714 31308.026861979462 3.575456017529196e+17 4.342204205636151e+21 2.108552000039543e+34
3755652829.7516994 31158.998730143092 3.568784728664881e+17 4.314037489071474e+21 2.1135250000390013e+34
3764678538.1391153 31010.81110616648 3.562130889780891e+17 4.2860744876921895e+21 2.118498000038455e+34
3773703959.2714257 30863.456599201185 3.5554943593336384e+17 4.2583132324871715e+21 2.1234710000379048e+34
3782729160.954719 30716.927910529474 3.548874997250889e+17 4.2307517801996747e+21 2.128444000037352e+34
3791754210.782414 30571.217832077906 3.5422726649132384e+17 4.2033882128995655e+21 2.1334170000367963e+34
3800779176.139938 30426.319245030376 3.535687225132251e+17 4.1762206375702283e+21 2.138390000036239e+34
3809804124.209362 30282.225118415092 3.529118542128627e+17 4.1492471856959555e+21 2.1433630000356785e+34
3818829121.974005 30138.92850769493 3.5225664815148755e+17 4.1224660128585084e+21 2.1483360000351155e+34
3827854236.2229605 29996.422553503842 3.5160309102747456e+17 4.095875298354691e+21 2.153309000034549e+34
3836879533.5556087 29854.700480231262 3.5095116967430694e+17 4.069473244796902e+21 2.1582820000339803e+34
3845905080.3860555 29713.755594797516 3.503008710586924e+17 4.04325807774552e+21 2.163255000033411e+34
3854930942.9475393 29573.581285361797 3.496521822787984e+17 4.017228045336718e+21 2.1682280000328395e+34
3863957187.2967963 29434.171020052298 3.490050905623807e+17 3.9913814179158667e+21 2.173201000032268e+34
3872983879.3183813 29295.518345772773 3.483595832648376e+17 3.965716487684335e+21 2.178174000031696e+34
3882011084.7289433 29157.616886984597 3.477156478676744e+17 3.9402315683504477e+21 2.1831470000311238e+34
3891038869.0814676 29020.46034451744 3.4707327197659226e+17 3.914924994783996e+21 2.1881200000305506e+34
3900067297.7694707 28884.042494439047 3.4643244331981056e+17 3.8897951226845216e+21 2.1930930000299756e+34
3909096436.0311656 28748.35718689487 3.457931497463917e+17 3.8648403282487107e+21 2.1980660000294006e+34
3918126348.9535794 28613.398344999874 3.451553792245831e+17 3.8400590078482695e+21 2.2030390000288256e+34
3927157101.47664 28479.159963737842 3.4451911984014496e+17 3.815449577711763e+21 2.2080120000282515e+34
3936188758.397223 28345.636108894774 3.4388435979480544e+17 3.7910104736154486e+21 2.2129850000276784e+34
3945221384.373162 28212.82091601326 3.4325108740460346e+17 3.766740150578766e+21 2.217958000027108e+34
3954255043.9272327 28080.708589294354 3.4261929109852205e+17 3.742637082558402e+21 2.2229310000265395e+34
3963289801.4510927 27949.293400674545 3.419889594167578e+17 3.71869976216557e+21 2.227904000025971e+34
3972325721.2092056 27818.569688726515 3.413600810093981e+17 3.6949267003659324e+21 2.232877000025404e+34
3981362867.3427076 27688.53185775562 3.4073264463475974e+17 3.671316426205671e+21 2.2378500000248403e+34
3990401303.873272 27559.174376768373 3.401066391581541e+17 3.6478674865268505e+21 2.242823000024279e+34
3999441094.7069054 27430.49177860058 3.39482053550316e+17 3.624578445703969e+21 2.2477960000237207e+34
4008482303.637762 27302.478658889315 3.3885887688602246e+17 3.60144788536297e+21 2.252769000023165e+34
4017524994.3518825 27175.129675263546 3.382370983426225e+17 3.5784744041334734e+21 2.257742000022613e+34
4026569230.430938 27048.43954634918 3.376167071989376e+17 3.5556566173793586e+21 2.262715000022065e+34
4035615075.3559227 26922.403050954283 3.36997692833679e+17 3.53299315695196e+21 2.2676880000215185e+34
4044662592.510841 26797.015027176243 3.3638004472415174e+17 3.510482670940742e+21 2.272661000020974e+34
4053711845.18635 26672.270371537303 3.357637524450848e+17 3.4881238234269006e+21 2.2776340000204303e+34
4062762896.583395 26548.164038159102 3.3514880566727526e+17 3.4659152942456394e+21 2.2826070000198894e+34
4071815809.816801 26424.691037946017 3.345351941562942e+17 3.4438557787514103e+21 2.287580000019353e+34
4080870647.9188414 26301.84643777455 3.339229077713509e+17 3.4219439875876664e+21 2.2925530000188206e+34
4089927473.8427997 26179.625359672897 3.333119364639459e+17 3.40017864645555e+21 2.2975260000182917e+34
4098986350.466495 26058.022980082853 3.3270227027681824e+17 3.378558495898246e+21 2.3024990000177665e+34
4108047340.5957894 25937.03452904642 3.32093899342627e+17 3.3570822910749767e+21 2.307472000017245e+34
4117110506.968075 25816.65528947842 3.3148681388294074e+17 3.33574880155116e+21 2.312445000016728e+34
4126175912.255731 25696.880596423394 3.30881004206862e+17 3.314556811085185e+21 2.317418000016216e+34
4135243619.069572 25577.70583632755 3.3027646071018074e+17 3.2935051174237847e+21 2.32239100001571e+34
4144313689.9622674 25459.126446281316 3.2967317387401926e+17 3.272592532091005e+21 2.327364000015209e+34
4153386187.431747 25341.137913391147 3.2907113426393894e+17 3.2518178801993384e+21 2.3323370000147122e+34
4162461173.9245844 25223.735774004213 3.284703325286823e+17 3.2311800002425557e+21 2.3373100000142193e+34
4171538711.8393703 25106.9156130892 3.278707593992583e+17 3.210677743909637e+21 2.342283000013731e+34
4180618863.530062 24990.67306351933 3.272724056878265e+17 3.190309975890063e+21 2.347256000013249e+34
4189701691.3092995 24875.00380545616 3.266752622866468e+17 3.1700755736921993e+21 2.352229000012772e+34
4198787257.4517417 24759.903565668745 3.260793201671044e+17 3.1499734274564476e+21 2.357202000012301e+34
4207875624.197359 24645.368116892052 3.2548457037871917e+17 3.1300024397744067e+21 2.362175000011836e+34
4216966853.754718 24531.393277232146 3.248910040481507e+17 3.1101615255158884e+21 2.367148000011378e+34
4226061008.304244 24417.97490953642 3.2429861237813946e+17 3.090449611652507e+21 2.3721210000109258e+34
4235158150.00149 24305.108920761733 3.2370738664681254e+17 3.070865637085602e+21 2.377094000010479e+34
4244258340.980374 24192.791261410362 3.2311731820636115e+17 3.0514085524792195e+21 2.3820670000100386e+34
4253361643.356397 24081.017924946435 3.2252839848245005e+17 3.0320773200981383e+21 2.3870400000096048e+34
4262468119.2298765 23969.784947164728 3.219406189731433e+17 3.012870913637175e+21 2.3920130000091773e+34
4271577830.689135 23859.08840569736 3.213539712480147e+17 2.9937883180712707e+21 2.3969860000087564e+34
4280690839.8136997 23748.924419407453 3.2076844694728966e+17 2.974828529492624e+21 2.4019590000083437e+34
4289807208.6774817 23639.28914784126 3.201840377809204e+17 2.9559905549562277e+21 2.4069320000079384e+34
4298926999.351942 23530.178790702164 3.1960073552779066e+17 2.937273412330584e+21 2.4119050000075414e+34
4308050273.909259 23421.589587310194 3.1901853203488966e+17 2.9186761301476565e+21 2.416878000007152e+34
4317177094.425462 23313.5178161032 3.1843741921622675e+17 2.9001977474573203e+21 2.4218510000067705e+34
4326307522.983594 23205.95979405852 3.178573890524246e+17 2.881837313678453e+21 2.4268240000063966e+34
4335441621.676829 23098.911876252976 3.172784335895221e+17 2.8635938884625367e+21 2.431797000006031e+34
4344579452.6116 22992.370455331995 3.1670054493828736e+17 2.8454665415510154e+21 2.4367700000056736e+34
4353721077.910718 22886.331961006872 3.161237152736568e+17 2.827454352638426e+21 2.4417430000053264e+34
4362866559.716462 22780.792859626898 3.1554793683349894e+17 2.8095564112408624e+21 2.4467160000049876e+34
4372015960.193706 22675.749653610503 3.149732019183146e+17 2.791771816555138e+21 2.451689000004656e+34
4381169341.533001 22571.198881065324 3.1439950289007494e+17 2.774099677336219e+21 2.4566620000043347e+34
4390326765.953669 22467.137115283036 3.138268321718935e+17 2.7565391117664765e+21 2.4616350000040235e+34
4399488295.706867 22363.560964292665 3.1325518224671443e+17 2.7390892473257217e+21 2.4666080000037215e+34
4408653993.078697 22260.46707041513 3.126845456572205e+17 2.7217492206720133e+21 2.4715810000034297e+34
4417823920.393256 22157.852109813386 3.121149150046554e+17 2.7045181775145007e+21 2.476554000003149e+34
4426998140.015717 22055.712792076618 3.1154628294837997e+17 2.6873952724972863e+21 2.4815270000028783e+34
4436176714.355385 21954.04585980528 3.1097864220485e+17 2.6703796690799527e+21 2.4865000000026196e+34
4445359705.868765 21852.84808812767 3.1041198554734234e+17 2.653470539416262e+21 2.491473000002371e+34
4454547177.062626 21752.11628435976 3.098463058050066e+17 2.6366670642466007e+21 2.4964460000021337e+34
4463739190.49705 21651.847287575045 3.0928159586221504e+17 2.619968432782637e+21 2.5014190000019083e+34
4472935808.78849 21552.037968170946 3.0871784865797126e+17 2.603373842591394e+21 2.506392000001693e+34
4482137094.612823 21452.685227523023 3.08155057185178e+17 2.586882499494836e+21 2.511365000001489e+34
4491343110.7084055 21353.785997552524 3.075932144900351e+17 2.57049361745272e+21 2.5163380000012966e+34
4500553919.879125 21255.337240386558 3.0703231367149715e+17 2.5542064184661157e+21 2.5213110000011173e+34
4509769584.997447 21157.335947937307 3.0647234788035334e+17 2.5380201324642944e+21 2.526284000000952e+34
4518990169.007459 21059.779141565632 3.0591331031899706e+17 2.5219339972096033e+21 2.5312570000007974e+34
4528215734.927947 20962.663871689107 3.053551942404548e+17 2.5059472581906153e+21 2.536230000000656e+34
4537446345.855424 20865.987217451348 3.047979929480197e+17 2.4900591685281424e+21 2.541203000000528e+34
4546682064.9671955 20769.7462863301 3.042416997945374e+17 2.4742689888719906e+21 2.5461760000004144e+34
4555922955.524417 20673.93821380207 3.03686308181906e+17 2.458575987307042e+21 2.5511490000003135e+34
4565169080.875143 20578.560163036982 3.031318115603425e+17 2.442979439262054e+21 2.5561220000002264e+34
4574420504.4574 20483.60932448844 3.0257820342794995e+17 2.42747862740873e+21 2.561095000000154e+34
4583677289.802242 20389.082915603987 3.020254773301271e+17 2.4120728415750623e+21 2.5660680000000946e+34
4592939500.536824 20294.978180487167 3.014736268589508e+17 2.3967613786533344e+21 2.571041000000049e+34
4602207200.387472 20201.292389583326 3.0092264565272154e+17 2.3815435425129085e+21 2.5760140000000173e+34
4611480453.1827545 20108.022839331687 3.0037252739516026e+17 2.3664186439072355e+21 2.5809870000000003e+34
4620759322.856578 20015.166851869897 2.998232658153365e+17 2.351386000393049e+21 2.58596e+34
4630105666.512975 19922.4141420165 2.992730270595571e+17 2.3363952580721608e+21 2.5909660872596402e+34
4639521185.1248455 19829.453916759685 2.9871995294191046e+17 2.3213963187316714e+21 2.5960060755399497e+34
4649007612.355679 19736.27671594984 2.9816396416378995e+17 2.3063879206378873e+21 2.601080792126783e+34
4658566715.595448 19642.873073349365 2.976049803872076e+17 2.291368813763075e+21 2.60619107821658e+34
4668200297.028605 19549.233515024378 2.9704292020121926e+17 2.276337759721467e+21 2.611337789311351e+34
4677910194.735616 19455.34855771648 2.9647770108728986e+17 2.261293531711617e+21 2.6165217956232023e+34
4687698283.829314 19361.20870741299 2.9590923938415776e+17 2.2462349144956734e+21 2.621743982488704e+34
4697566477.627592 19266.80445784951 2.953374502518551e+17 2.231160704380291e+21 2.6270052507934086e+34
4707516728.863929 19172.126289140495 2.947622476351816e+17 2.216069709226251e+21 2.63230651740685e+34
4717551030.937343 19077.164666489967 2.941835442259724e+17 2.200960748476879e+21 2.6376487156283642e+34
4727671419.203426 18981.910038925114 2.936012514249876e+17 2.1858326532042046e+21 2.6430327956440636e+34
4737879972.308242 18886.352838117757 2.930152793025814e+17 2.1706842661753803e+21 2.6484597249953333e+34
4748178813.566862 18790.48347724307 2.924255365587492e+17 2.155514441937743e+21 2.6539304890592084e+34
4758570112.38849 18694.292350016363 2.9183193048196486e+17 2.1403220469357058e+21 2.6594460915410102e+34
4769056085.750195 18597.769829626322 2.9123436690729626e+17 2.1251059596298976e+21 2.6650075549796436e+34
4779638999.721306 18500.906267918628 2.90632750173373e+17 2.1098650706580965e+21 2.6706159212659335e+34
4790321171.040735 18403.691994539575 2.900269830783706e+17 2.0945982830042137e+21 2.676272252174433e+34
4801104968.749531 18306.117316214426 2.894169668349142e+17 2.079304512199581e+21 2.681977629909131e+34
4811992815.881089 18208.17251609394 2.888026010237467e+17 2.063982686540582e+21 2.6877331576634894e+34
4822987191.211613 18109.84785318772 2.8818378354638355e+17 2.0486317473363397e+21 2.6935399601952766e+34
4834090631.073472 18011.133561880768 2.8756041057649104e+17 2.033250649177257e+21 2.699399184416653e+34
4845305731.234346 17912.01985155079 2.8693237650984637e+17 2.0178383602299762e+21 2.705312000000001e+34
4856635148.845078 17812.496906273376 2.8629957391328896e+17 2.0023938625592993e+21 2.7112796000000005e+34
4867975136.050618 17713.02188848348 2.8566487840815635e+17 1.9869884017220266e+21 2.717247199999999e+34
4879325810.406249 17614.049885246448 2.8503119237344227e+17 1.9716923229615324e+21 2.7232147999999996e+34
4890687289.874921 17515.57733287195 2.843985068377582e+17 1.9565047269193946e+21 2.7291824000000056e+34
4902059692.835733 17417.6007053615 2.8376681289566902e+17 1.941424724095842e+21 2.735150000000019e+34
4913443138.092481 17320.11651390101 2.8313610170621274e+17 1.9264514347094017e+21 2.7411176000000406e+34
4924837744.882256 17223.12130633803 2.825063644923882e+17 1.9115839885620114e+21 2.7470852000000697e+34
4936243632.884112 17126.611666706438 2.8187759254003766e+17 1.896821524907152e+21 2.753052800000107e+34
4947660922.227775 17030.58421474041 2.81249777197136e+17 1.8821631923204255e+21 2.7590204000001527e+34
4959089733.502424 16935.035605387955 2.8062290987268816e+17 1.8676081485689625e+21 2.7649880000002057e+34
4970530187.76552 16839.962528376134 2.7999698203573046e+17 1.85315556048855e+21 2.7709556000002625e+34
4981982406.551742 16745.361707679498 2.7937198521504006e+17 1.8388046038551044e+21 2.776923200000323e+34
4993446511.881925 16651.229901156752 2.7874791099747757e+17 1.8245544632683263e+21 2.782890800000386e+34
5004922626.272118 16557.56390003724 2.7812475102786832e+17 1.8104043320285064e+21 2.788858400000452e+34
5016410872.742691 16464.360528491947 2.7750249700759696e+17 1.796353412016488e+21 2.794826000000518e+34
5027911374.827505 16371.616643240552 2.7688114069404387e+17 1.7824009135836868e+21 2.800793600000583e+34
5039424256.583186 16279.32913307564 2.7626067389974144e+17 1.7685460554322065e+21 2.806761200000646e+34
5050949642.598432 16187.494918481949 2.7564108849150746e+17 1.754788064506573e+21 2.812728800000708e+34
5062487658.003435 16096.110951191882 2.7502237638972803e+17 1.741126175880205e+21 2.8186964000007675e+34
5074038428.479361 16005.174213811108 2.744045295673881e+17 1.7275596326493052e+21 2.8246640000008233e+34
5085602080.267915 15914.68171939602 2.737875400494228e+17 1.7140876858241935e+21 2.830631600000875e+34
5097178740.181002 15824.630511074933 2.731713999119537e+17 1.7007095942258331e+21 2.836599200000923e+34
5108768535.610446 15735.017661647938 2.72556101281433e+17 1.6874246243804344e+21 2.842566800000966e+34
5120371594.537829 15645.840273214808 2.719416363338934e+17 1.6742320504187186e+21 2.8485344000010027e+34
5131988045.544397 15557.095476801855 2.7132799729426966e+17 1.6611311539763665e+21 2.854502000001034e+34
5143618017.82106 15468.78043198414 2.7071517643559206e+17 1.6481212240941804e+21 2.8604696000010594e+34
5155261641.178498 15380.892326529349 2.701031660782147e+17 1.6352015571217102e+21 2.8664372000010793e+34
5166919046.0573435 15293.428376039104 2.694919585891499e+17 1.6223714566220633e+21 2.872404800001094e+34
5178590363.538481 15206.385823583936 2.6888154638134707e+17 1.609630233276574e+21 2.878372400001103e+34
5190275725.353438 15119.761939369344 2.682719219130504e+17 1.5969772047940195e+21 2.884340000001106e+34
5201975263.8948765 15033.554020405325 2.676630776868385e+17 1.5844116958195352e+21 2.8903076000011056e+34
5213689112.227184 14947.759390128436 2.670550062491921e+17 1.5719330378420543e+21 2.8962752000010986e+34
5225417404.0971985 14862.375398119535 2.6644770018967242e+17 1.5595405691107947e+21 2.902242800001087e+34
5237160273.944999 14777.399419745334 2.6584115214024915e+17 1.5472336345450508e+21 2.9082104000010705e+34
5248917856.914865 14692.828855833273 2.6523535477471907e+17 1.535011585648861e+21 2.9141780000010516e+34
5260690288.866285 14608.661132382867 2.6463030080781232e+17 1.522873780428767e+21 2.920145600001029e+34
5272477706.3851385 14524.893700234003 2.6402598299479658e+17 1.5108195833102307e+21 2.9261132000010037e+34
5284280246.794962 14441.524034747154 2.6342239413060925e+17 1.498848365053691e+21 2.9320808000009746e+34
5296098048.168356 14358.549635538335 2.6281952704926048e+17 1.486959502678591e+21 2.938048400000944e+34
5307931249.33851 14275.968026134395 2.622173746233326e+17 1.4751523793800735e+21 2.9440160000009114e+34
5319779989.910853 14193.776753714506 2.616159297631051e+17 1.4634263844537232e+21 2.9499836000008773e+34
5331644410.274836 14111.97338880722 2.6101518541606205e+17 1.4517809132181767e+21 2.955951200000842e+34
5343524651.615841 14030.555525009539 2.6041513456628016e+17 1.4402153669401573e+21 2.961918800000804e+34
5355420855.927251 13949.520778685759 2.5981577023371635e+17 1.4287291527575498e+21 2.9678864000007657e+34
5367333166.022612 13868.86678872734 2.5921708547360573e+17 1.4173216836101472e+21 2.9738540000007265e+34
5379261725.54799 13788.591216246445 2.586190733760021e+17 1.405992378164714e+21 2.979821600000688e+34
5391206678.994429 13708.691744312158 2.5802172706498256e+17 1.3947406607435783e+21 2.9857892000006477e+34
5403168171.710578 13629.166077718452 2.574250396980555e+17 1.383565961258177e+21 2.9917568000006085e+34
5415146349.915468 13550.0119426665 2.5682900446571926e+17 1.3724677151349434e+21 2.9977244000005697e+34
5427141360.711432 13471.227086556766 2.5623361459081366e+17 1.3614453632523174e+21 3.0036920000005315e+34
5439153352.097181 13392.809277718814 2.556388633277578e+17 1.350498351871305e+21 3.009659600000494e+34
5451182472.981074 13314.756305135645 2.5504474396230525e+17 1.3396261325685113e+21 3.015627200000458e+34
5463228873.194494 13237.065978243108 2.5445124981063357e+17 1.3288281621744362e+21 3.021594800000424e+34
5475292703.505433 13159.73612665252 2.538583742189809e+17 1.3181039027069159e+21 3.027562400000391e+34
5487374115.632237 13082.764599927252 2.53266110563114e+17 1.3074528213099395e+21 3.0335300000003585e+34
5499473262.257522 13006.149267330144 2.5267445224755674e+17 1.2968743901889044e+21 3.0394976000003267e+34
5511590297.04226 12929.888017619627 2.5208339270515693e+17 1.286368086552995e+21 3.0454652000002963e+34
5523725374.64007 12853.978758784107 2.5149292539670106e+17 1.2759333925519528e+21 3.0514328000002677e+34
5535878650.71165 12778.419417851846 2.5090304380999158e+17 1.2655697952186905e+21 3.0574004000002396e+34
5548050281.939452 12703.207940634886 2.503137414597501e+17 1.2552767864094073e+21 3.0633680000002138e+34
5560240426.042504 12628.342291533872 2.4972501188670992e+17 1.2450538627467806e+21 3.0693356000001893e+34
5572449241.791444 12553.820453313127 2.4913684865723344e+17 1.2349005255629993e+21 3.075303200000167e+34
5584676889.023762 12479.64042687464 2.4854924536291453e+17 1.2248162808430893e+21 3.081270800000145e+34
5596923528.65924 12405.800231072986 2.479621956197775e+17 1.214800639171117e+21 3.0872384000001248e+34
5609189322.715596 12332.297902480299 2.4737569306807018e+17 1.2048531156744156e+21 3.0932060000001063e+34
5621474434.32434 12259.131495201731 2.467897313714341e+17 1.1949732299706728e+21 3.0991736000000893e+34
5633779027.7468605 12186.299080658384 2.4620430421666688e+17 1.1851605061147757e+21 3.105141200000073e+34
5646103268.390714 12113.79874740937 2.456194053131498e+17 1.1754144725485885e+21 3.1111088000000593e+34
5658447322.826149 12041.628600922908 2.450350283921752e+17 1.1657346620456555e+21 3.1170764000000473e+34
5670811358.802873 11969.786763407466 2.4445116720674704e+17 1.1561206116643854e+21 3.123044000000037e+34
5683195545.267027 11898.27137361661 2.4386781553081456e+17 1.1465718626966392e+21 3.129011600000029e+34
5695600052.378427 11827.08058665176 2.4328496715901286e+17 1.1370879606195453e+21 3.134979200000022e+34
5708025051.528057 11756.212573760702 2.4270261590586272e+17 1.1276684550444842e+21 3.140946800000016e+34
5720470715.355783 11685.665522191928 2.421207556055858e+17 1.1183128996731626e+21 3.1469144000000104e+34
5732937217.768354 11615.437634974514 2.415393801116124e+17 1.1090208522464788e+21 3.152882000000006e+34
5745424733.957621 11545.52713078223 2.409584832960204e+17 1.0997918745019365e+21 3.158849600000002e+34
5757933440.419065 11475.932243719892 2.4037805904927523e+17 1.090625532124995e+21 3.1648172000000008e+34
5770463514.970558 11406.651223179008 2.397981012795373e+17 1.0815213947058963e+21 3.1707848000000003e+34
5783015136.771443 11337.68233363587 2.3921860391239286e+17 1.0724790356929272e+21 3.1767524e+34
5795588486.341866 11269.023854505527 2.3863956089053062e+17 1.063498032351315e+21 3.1827200000000003e+34
5808385257.920439 11200.127377961173 2.380563294400915e+17 1.0545067003918974e+21 3.188782990719676e+34
5821408335.942163 11130.45335221847 2.3746427187073814e+17 1.0454351747280623e+21 3.19494213764677e+34
5834660628.975908 11060.006470337605 2.368633298661878e+17 1.0362848711094613e+21 3.201198194516359e+34
5848145070.237443 10988.79180414892 2.3625344623732118e+17 1.0270572633112974e+21 3.207551902844316e+34
5861864618.139494 10916.814805802504 2.356345649411338e+17 1.0177538827848044e+21 3.21400399145949e+34
5875822256.880571 10844.08130901367 2.35006631098322e+17 1.0083763182419209e+21 3.2205551760348984e+34
5890020997.074359 10770.597529973465 2.343695910101642e+17 9.989262151739762e+20 3.227206158618194e+34
5904463876.42155 10696.370067912858 2.337233921740285e+17 9.894052753011408e+20 3.2339576271616884e+34
5919153960.426134 10621.40590533222 2.3306798329784128e+17 9.79815255955457e+20 3.240810255052223e+34
5934094343.15807 10545.712407906225 2.32403314313241e+17 9.701579693978826e+20 3.2477647006411705e+34
5949288148.064607 10469.297323991586 2.3172933638760886e+17 9.604352820637204e+20 3.2548216067748624e+34
5964738528.832346 10392.168783837673 2.310460019349482e+17 9.506491137465158e+20 3.261981600325744e+34
5980448670.302448 10314.33529839663 2.3035326462525286e+17 9.408014367099547e+20 3.269245291724555e+34
5996421789.441351 10235.805757808108 2.296510793927896e+17 9.30894274737282e+20 3.276613274493838e+34
6012661136.36956 10156.589429498725 2.289394024432024e+17 9.209297021130388e+20 3.2840861247830973e+34
6029169995.451144 10076.695955935558 2.2821819125911382e+17 9.109098425406057e+20 3.2916644009059e+34
6045951686.44673 9996.13535200596 2.2748740460468598e+17 9.008368679955784e+20 3.2993486428792504e+34
6063009565.732899 9914.918002029945 2.2674700252874733e+17 8.907129975152244e+20 3.307139371965554e+34
6080347027.591058 9833.05465641049 2.2599694636693485e+17 8.805404959272104e+20 3.3150370902174823e+34
6097967505.5689945 9750.556427913874 2.2523719874250474e+17 8.703216725168114e+20 3.32304228002607e+34
6115874473.918514 9667.43478757982 2.24467723566143e+17 8.600588796349684e+20 3.3311554036723676e+34
6134071449.112771 9583.701560241707 2.2368848603494614e+17 8.497545112472215e+20 3.339376902882976e+34
6152561991.446994 9499.368919711667 2.228994526301246e+17 8.394110014283714e+20 3.347707198389786e+34
6171349706.726697 9414.449383553656 2.221005911146667e+17 8.29030822801332e+20 3.356146689494266e+34
6190438248.04755 9328.955807487499 2.2129187052987427e+17 8.186164849218459e+20 3.364695753636609e+34
6209831317.671454 9242.901379420746 2.204732611924613e+17 8.081705326154188e+20 3.3733547459700905e+34
6229532669.00357 9156.299613074265 2.1964473469144074e+17 7.976955442621006e+20 3.3821239989409533e+34
6249546108.675484 9069.164341206728 2.188062638858948e+17 7.87194130036865e+20 3.3910038218741625e+34
6269875498.740012 8981.50970840256 2.1795782290457302e+17 7.766689301042763e+20 3.3999945005653517e+34
6290524758.983474 8893.35016345914 2.1709938714725536e+17 7.661226127722345e+20 3.409096296879305e+34
